Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","176","Timor-Leste","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.07","X","International reliable sources",""
"FS","Suite of Food Security Indicators","217","Togo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.88","X","International reliable sources",""
"FS","Suite of Food Security Indicators","218","Tokelau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","219","Tonga","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.79","X","International reliable sources",""
"FS","Suite of Food Security Indicators","220","Trinidad and Tobago","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.28","X","International reliable sources",""
"FS","Suite of Food Security Indicators","222","Tunisia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.02","X","International reliable sources",""
"FS","Suite of Food Security Indicators","223","Türkiye","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.79","X","International reliable sources",""
"FS","Suite of Food Security Indicators","213","Turkmenistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.13","X","International reliable sources",""
"FS","Suite of Food Security Indicators","227","Tuvalu","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.24","X","International reliable sources",""
"FS","Suite of Food Security Indicators","226","Uganda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.57","X","International reliable sources",""
"FS","Suite of Food Security Indicators","230","Ukraine","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.87","X","International reliable sources",""
"FS","Suite of Food Security Indicators","225","United Arab Emirates","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.62","X","International reliable sources",""
"FS","Suite of Food Security Indicators","229","United Kingdom of Great Britain and Northern Ireland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.39","X","International reliable sources",""
"FS","Suite of Food Security Indicators","215","United Republic of Tanzania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.56","X","International reliable sources",""
"FS","Suite of Food Security Indicators","231","United States of America","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.29","X","International reliable sources",""
"FS","Suite of Food Security Indicators","234","Uruguay","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","1.05","X","International reliable sources",""
"FS","Suite of Food Security Indicators","235","Uzbekistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.24","X","International reliable sources",""
"FS","Suite of Food Security Indicators","155","Vanuatu","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","236","Venezuela (Bolivarian Republic of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.27","X","International reliable sources",""
"FS","Suite of Food Security Indicators","237","Viet Nam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.23","X","International reliable sources",""
"FS","Suite of Food Security Indicators","249","Yemen","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-2.94","X","International reliable sources",""
"FS","Suite of Food Security Indicators","251","Zambia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","0.15","X","International reliable sources",""
"FS","Suite of Food Security Indicators","181","Zimbabwe","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-0.71","X","International reliable sources",""
